IdCliente,Nombre,Apellido,Edad,Genero,Documento,Email,Telefono,Ciudad,Pais,FechaRegistro,MarcaPreferida,FrecuenciaVisita,TicketPromedio,PuntosAcumulados,UltimaCompra,MedioPagoFavorito,DeliveryFrecuente,EstadoCliente,Observaciones
931,Carlos,Ramírez,21.0,X,83384648,carlos.ramírez@yahoo.com,996682980,Tarapoto,Perú,2025-03-15,KFC,10.0,9.16,140.0,2025-04-28,,True,Inactivo,
932,Paola,Castillo,38.0,F,25395864,invalid_email,931200858,Ica,PE,2025-03-26,Pizza Hut,1.0,30.13,88.0,2025-07-10,,True,,
933,Miguel,Ramírez,69.0,M,80125910,miguel.ramírez@yahoo.com,985712929,,,2023-06-27,,11.0,67.02,108.0,2023-01-24,Billetera,,Activo,Reclamo abierto
934,Ana,López,55.0,,11232110,ana.lópez@gmail.com,978287714,Lima,Peru,2022-04-22,KFC,6.0,34.09,121.0,2025-05-14,Tarjeta,False,Activo,Pendiente validación
935,Ana,Ramírez,65.0,F,17544240,ana.ramírez@gmail.com,932628483,Tacna,,2023-10-19,Chili's,8.0,49.5,135.0,2024-01-09,Tarjeta,True,Activo,
936,Sofía,Vargas,51.0,M,21425616,sofía.vargas@outlook.com,923155591,Trujillo,Perú,2023-03-27,Pizza Hut,11.0,26.65,104.0,2024-02-07,Tarjeta,,,
937,Ana,Rojas,77.0,M,76838942,,989525135,Huancayo,,2022-07-06,Pizza Hut,2.0,28.55,91.0,2023-03-12,Efectivo,False,Inactivo,Reclamo abierto
938,Gabriela,López,84.0,X,96775786,gabriela.lópez@gmail.com,984903381,Chiclayo,PE,2022-04-25,Chili's,3.0,13.03,51.0,2024-03-30,,False,,Reclamo abierto
939,Juan,Vargas,39.0,,47762153,juan.vargas@outlook.com,911819036,Puerto Maldonado,Perú,2023-11-26,KFC,16.0,-47.04,203.0,2024-03-14,Billetera,True,Pendiente,
940,Raúl,Flores,54.0,,79843973,raúl.flores@outlook.com,958665940,Iquitos,Perú,2021-10-09,Pizza Hut,0.0,39.0,110.0,2023-04-12,,False,,
941,Diego,Díaz,25.0,,56839107,diego.díaz@yahoo.com,934539606,Lima,PE,2022-10-31,Pizza Hut,3.0,29.6,36.0,2023-05-19,Tarjeta,,Inactivo,
942,Andrea,Cruz,82.0,,35687130,andrea.cruz@outlook.com,985292895,Chiclayo,,2022-06-09,Chili's,16.0,55.56,94.0,2025-01-25,,True,Activo,
943,Paola,Martínez,36.0,,28512039,paola.martínez@gmail.com,920095961,Tarapoto,PE,2023-12-12,Chili's,8.0,12.27,88.0,2023-06-06,Efectivo,,,
944,Daniel,Rodríguez,38.0,M,89214009,daniel.rodríguez@yahoo.com,992588690,Ayacucho,Peru,2024-07-15,Chili's,0.0,31.0,22.0,2023-12-26,Tarjeta,,Inactivo,
945,Jorge,Castillo,48.0,X,81059008,castillo@,989466369,Huancayo,,2021-03-04,Pizza Hut,7.0,14.72,78.0,2023-10-21,Billetera,,Inactivo,
946,Valeria,Cruz,65.0,F,38593280,valeria.cruz@outlook.com,943872352,Chimbote,,2022-11-01,Starbucks,14.0,36.8,8.0,2023-01-19,Efectivo,False,Activo,
947,Carmen,Pérez,17.0,F,XXXXX,carmen.pérez@hotmail.com,975012340,Tarapoto,,2022-02-19,Chili's,3.0,51.43,20.0,2023-03-27,Tarjeta,,Inactivo,Pendiente validación
948,Sofía,Fernández,29.0,F,71724344,sofía.fernández@yahoo.com,992880251,Piura,Peru,2025-03-13,,11.0,55.93,51.0,2025-06-11,Tarjeta,False,Inactivo,
949,Rosa,Gómez,28.0,F,68270478,rosa.gómez@outlook.com,998516351,Tumbes,Perú,2022-04-17,Pizza Hut,9.0,34.1,88.0,2024-04-14,Billetera,True,Activo,
950,,Sánchez,58.0,F,68644649,invalid_email,977165430,Puno,PE,2023-10-11,,6.0,42.68,63.0,2024-01-14,Billetera,True,Activo,Pendiente validación
951,Juan,Vargas,68.0,M,29066035,juan.vargas@gmail.com,910138146,Juliaca,,2022-10-16,Pizza Hut,12.0,42.66,78.0,2024-03-05,Tarjeta,False,Pendiente,Cliente VIP
952,José,Castillo,64.0,F,97816420,josé.castillo@hotmail.com,974102261,Piura,,2021-10-13,,3.0,40.23,93.0,2024-07-14,Billetera,False,Inactivo,Cliente VIP
953,Luis,Fernández,44.0,M,98115398,luis.fernández@gmail.com,954595589,Tacna,PE,2021-12-24,Pizza Hut,16.0,26.65,267.0,2023-05-14,,True,Activo,Cliente VIP
954,Valeria,Fernández,18.0,X,20601012,valeria.fernández@gmail.com,993315252,Ayacucho,,2025-02-04,Chili's,0.0,46.32,208.0,2025-09-27,Billetera,True,Activo,
955,Rosa,Rodríguez,81.0,M,10988072,rosa.rodríguez@yahoo.com,990607138,Chiclayo,PE,2025-08-23,KFC,0.0,63.97,39.0,2024-12-07,Tarjeta,False,Pendiente,Cliente VIP
956,Juan,Flores,64.0,F,24161157,juan.flores@gmail.com,912096744,Moquegua,Perú,2022-03-25,Starbucks,12.0,45.7,,2023-12-11,Tarjeta,False,Inactivo,
957,Diego,Gómez,70.0,,81309486,diego.gómez@yahoo.com,950066767,Puno,,2022-01-07,KFC,5.0,64.18,16.0,2024-08-16,Tarjeta,True,,
958,,Rojas,66.0,X,42222396,invalid_email,979753676,Chiclayo,,2021-03-05,Chili's,-4.0,21.32,,2024-08-04,Billetera,False,Inactivo,Reclamo abierto
959,Carlos,Ramírez,69.0,X,45642389,carlos.ramírez@yahoo.com,998524133,Huaraz,Perú,2024-05-04,Chili's,16.0,25.21,113.0,2023-03-18,Billetera,True,,Pendiente validación
960,Miguel,Fernández,25.0,,50756161,miguel.fernández@gmail.com,932145994,Lima,Perú,2021-09-15,Starbucks,13.0,23.24,48.0,2023-07-05,Tarjeta,True,,
961,Raúl,Flores,72.0,X,88443468,raúl.flores@gmail.com,976771613,Puno,Peru,2024-03-09,Chili's,2.0,35.21,14.0,2025-09-21,Billetera,True,,Pendiente validación
962,Rosa,Torres,77.0,,70710435,rosa.torres@gmail.com,972333008,Ica,Perú,2023-12-23,Starbucks,-3.0,25.31,189.0,2023-12-21,Efectivo,False,,
963,Carlos,Torres,72.0,F,44742489,carlos.torres@yahoo.com,973634682,Piura,Peru,2023-05-08,Pizza Hut,6.0,32.79,14.0,2024-06-09,Tarjeta,False,Activo,Reclamo abierto
964,Carlos,Díaz,43.0,,39278700,carlos.díaz@yahoo.com,955307051,Tumbes,,2022-08-04,,6.0,12.43,73.0,2025-02-19,Tarjeta,,Pendiente,
965,Luis,Flores,47.0,M,92392934,luis.flores@hotmail.com,970483389,Chiclayo,,2024-10-21,,7.0,25.09,76.0,2024-02-08,Tarjeta,True,Pendiente,Cliente VIP
966,Pedro,Torres,50.0,X,22887095,pedro.torres@hotmail.com,969566009,Huaraz,PE,2023-05-23,Chili's,17.0,65.0,116.0,2024-05-25,,True,Pendiente,
967,María,Fernández,44.0,,65251710,maría.fernández@gmail.com,941378964,Cusco,Peru,2021-02-11,Chili's,-1.0,42.76,183.0,2024-06-19,Billetera,False,Activo,
968,Andrea,Sánchez,47.0,,16380574,andrea.sánchez@yahoo.com,930093155,,Perú,2023-07-20,,8.0,37.78,62.0,2024-08-15,Billetera,,Pendiente,Pendiente validación
969,Diego,Cruz,83.0,X,77745144,diego.cruz@hotmail.com,939584650,,PE,2022-01-07,Starbucks,4.0,31.01,135.0,2025-02-02,Billetera,,Activo,
970,Jorge,Rodríguez,76.0,X,30556670,jorge.rodríguez@gmail.com,935720857,Cusco,Peru,2024-02-15,Starbucks,-1.0,24.12,53.0,2023-08-10,Billetera,True,,
971,Sofía,Cruz,58.0,F,64962598,sofía.cruz@hotmail.com,929989247,Ayacucho,PE,2022-08-16,KFC,5.0,52.94,64.0,2023-04-26,Billetera,True,Inactivo,
972,Rosa,Rodríguez,49.0,M,50680831,rosa.rodríguez@hotmail.com,945597434,Arequipa,PE,2022-01-08,KFC,3.0,27.11,106.0,2024-02-03,Tarjeta,,Pendiente,Pendiente validación
973,Gabriela,Gómez,54.0,F,50313719,gabriela.gómez@hotmail.com,936638647,Ica,,2021-01-16,KFC,6.0,-47.72,312.0,2025-01-26,Tarjeta,False,Inactivo,
974,Luis,Fernández,66.0,F,85172845,luis.fernández@gmail.com,994422120,Huaraz,Perú,2024-10-20,,1.0,22.59,82.0,2025-04-20,Tarjeta,False,Inactivo,Cliente VIP
975,Pedro,Díaz,57.0,,96006930,pedro.díaz@hotmail.com,929761045,Ayacucho,Peru,2023-07-09,,5.0,26.75,45.0,2024-10-26,Billetera,True,,
976,Lucía,Martínez,52.0,,47495836,lucía.martínez@hotmail.com,945859782,Juliaca,,2025-08-02,Starbucks,1.0,8.65,187.0,2023-03-03,Billetera,,Inactivo,
977,Lucía,Ramírez,19.0,,25722679,lucía.ramírez@yahoo.com,992000030,Tacna,,2023-10-01,Chili's,3.0,26.83,-38.0,2025-08-24,Tarjeta,True,Inactivo,
978,María,Gómez,82.0,,99964117,maría.gómez@outlook.com,968603493,Huaraz,,2023-12-23,,6.0,27.96,325.0,2023-03-06,Tarjeta,False,Pendiente,Pendiente validación
979,Ana,Rodríguez,83.0,F,81380548,ana.rodríguez@yahoo.com,986540852,Chimbote,,2025-07-23,Chili's,8.0,24.81,100.0,2023-02-17,Billetera,,Pendiente,
980,Gabriela,Torres,86.0,X,20614792,gabriela.torres@hotmail.com,984335527,Puno,PE,2025-02-04,,1.0,34.39,117.0,2023-04-26,Tarjeta,True,Pendiente,Reclamo abierto
981,Pedro,Sánchez,54.0,X,53214759,pedro.sánchez@yahoo.com,942096622,Iquitos,Peru,2022-08-14,Starbucks,2.0,35.56,,2023-04-27,,False,,
982,Andrea,Martínez,17.0,X,39706627,andrea.martínez@hotmail.com,917894523,Chiclayo,,2021-05-30,KFC,3.0,26.32,99.0,2024-09-30,Billetera,True,Inactivo,Cliente VIP
983,Jorge,Díaz,64.0,X,92821335,jorge.díaz@outlook.com,923216079,Cajamarca,Peru,2024-06-29,Starbucks,8.0,55.26,33.0,2023-03-10,Billetera,True,,
984,Raúl,Flores,86.0,F,36336933,raúl.flores@gmail.com,986097612,Moquegua,Perú,2023-11-06,,6.0,42.42,123.0,2025-04-11,Billetera,True,Activo,Cliente VIP
985,Rosa,Vargas,57.0,X,60686840,rosa.vargas@yahoo.com,937554945,Ica,PE,2023-04-17,KFC,2.0,49.12,15.0,2023-09-30,,False,Pendiente,
986,Andrea,Vargas,30.0,F,70896159,andrea.vargas@gmail.com,998314482,Tarapoto,,2025-06-11,Chili's,1.0,34.41,163.0,2025-02-17,Billetera,True,,
987,Paola,Cruz,40.0,F,78048407,paola.cruz@yahoo.com,957252473,Huancayo,,2023-01-10,KFC,3.0,49.15,63.0,2024-07-22,Tarjeta,True,Inactivo,Cliente VIP
988,Carlos,Rodríguez,66.0,F,79555308,carlos.rodríguez@yahoo.com,916602901,,Peru,2025-09-03,,7.0,20.17,140.0,2025-09-08,,,Pendiente,Reclamo abierto
989,Jorge,Torres,150.0,X,95549955,jorge.torres@yahoo.com,917757796,Cajamarca,PE,2023-03-09,KFC,7.0,5.58,144.0,2023-10-26,Billetera,False,Pendiente,Pendiente validación
990,Raúl,Castillo,65.0,,54478574,raúl.castillo@outlook.com,918965652,Tacna,PE,2025-03-02,Chili's,2.0,33.62,428.0,2023-04-30,Billetera,False,Pendiente,
991,Valeria,Castillo,43.0,M,31058542,valeria.castillo@gmail.com,921623090,Trujillo,PE,2021-03-31,Chili's,15.0,44.58,38.0,2024-09-05,Tarjeta,,Inactivo,
992,Paola,Martínez,63.0,M,27066243,paola.martínez@gmail.com,998083702,Piura,,2022-10-24,Chili's,4.0,44.15,160.0,2023-04-14,,True,Pendiente,Pendiente validación
993,Juan,Fernández,50.0,,77301115,juan.fernández@yahoo.com,995596357,Huaraz,Peru,2023-05-21,KFC,11.0,50.41,96.0,2023-03-09,Tarjeta,,,Pendiente validación
994,Andrea,Díaz,33.0,F,68231489,andrea.díaz@gmail.com,997385137,Cusco,Perú,2022-12-29,Chili's,3.0,60.6,49.0,2023-09-19,,True,Inactivo,Pendiente validación
995,Paola,López,59.0,,59294445,paola.lópez@yahoo.com,924315597,Lima,PE,2022-12-20,,2.0,45.41,129.0,2024-01-22,Tarjeta,True,Pendiente,Pendiente validación
996,Juan,Flores,37.0,X,83580976,juan.flores@gmail.com,964308200,Cajamarca,Perú,2024-04-30,,0.0,6.31,96.0,2024-05-17,Billetera,True,Activo,Reclamo abierto
997,Raúl,Vargas,78.0,M,43974196,raúl.vargas@yahoo.com,915335216,Arequipa,Peru,2021-10-14,,12.0,31.29,217.0,2023-02-24,Efectivo,False,Pendiente,Cliente VIP
998,Daniel,Rodríguez,26.0,X,80837354,daniel.rodríguez@hotmail.com,984230452,Tacna,Perú,2022-09-06,Starbucks,5.0,69.08,,2023-08-18,Efectivo,,,
999,Sofía,Martínez,34.0,,30718772,sofía.martínez@gmail.com,962617494,Chimbote,PE,2023-03-15,Starbucks,3.0,25.33,114.0,2024-01-05,Efectivo,True,,
1000,Carmen,Díaz,76.0,F,XXXXX,carmen.díaz@yahoo.com,976181025,Chiclayo,,2023-04-01,Starbucks,7.0,26.94,182.0,2024-11-24,,True,Pendiente,
1001,Gabriela,Martínez,30.0,X,58382548,gabriela.martínez@yahoo.com,963696915,Cajamarca,Perú,2022-10-31,Pizza Hut,5.0,22.26,29.0,2023-09-10,Billetera,True,Inactivo,Cliente VIP
1002,Carlos,López,85.0,,35939067,carlos.lópez@outlook.com,931069064,Tumbes,Perú,2022-01-28,KFC,16.0,12.77,118.0,2025-02-16,Tarjeta,True,Inactivo,
1003,Sofía,Martínez,22.0,F,56506466,sofía.martínez@hotmail.com,943541592,Iquitos,PE,2023-01-24,Pizza Hut,8.0,48.37,,2023-07-13,Billetera,True,,Pendiente validación
1004,Ana,Díaz,121.0,X,XXXXX,ana.díaz@outlook.com,998942433,Huancayo,Peru,2024-02-29,Pizza Hut,8.0,22.44,86.0,2025-05-02,Billetera,,Activo,Pendiente validación
1005,Ana,Ramírez,85.0,X,84707033,ana.ramírez@gmail.com,958810089,Chiclayo,Peru,2022-05-19,,5.0,48.7,112.0,2023-12-19,Billetera,False,Inactivo,
1006,Carlos,Sánchez,83.0,,92072082,carlos.sánchez@gmail.com,966341515,Chiclayo,PE,2024-11-05,Pizza Hut,5.0,32.43,25.0,2024-06-12,Tarjeta,,Activo,Pendiente validación
1007,,Rodríguez,89.0,M,18436145,rodríguez@,947363413,Moquegua,PE,2023-02-08,Chili's,7.0,65.39,137.0,2023-12-14,Tarjeta,False,Inactivo,Pendiente validación
1008,Andrea,López,60.0,F,66627476,andrea.lópez@hotmail.com,950491699,Moquegua,Perú,2024-09-05,Starbucks,8.0,48.02,285.0,2025-06-10,Billetera,True,Inactivo,
1009,Carmen,Castillo,85.0,,52518378,carmen.castillo@hotmail.com,972202304,Tacna,PE,2025-08-08,Chili's,,-47.11,112.0,2025-04-06,Tarjeta,,Activo,
1010,María,Rodríguez,41.0,F,78372745,maría.rodríguez@outlook.com,967146911,Tacna,PE,2021-08-29,Chili's,1.0,33.55,-95.0,2024-07-15,Tarjeta,True,,
1011,Jorge,López,27.0,F,34010163,,973862044,Huaraz,Perú,2023-05-06,Pizza Hut,5.0,17.48,149.0,2025-01-29,Billetera,False,,
1012,Lucía,Díaz,72.0,X,70931558,lucía.díaz@outlook.com,942057156,Arequipa,PE,2025-07-09,Starbucks,18.0,14.94,213.0,2023-07-28,,True,,
1013,Carmen,Castillo,79.0,X,77412357,carmen.castillo@yahoo.com,945321664,Tarapoto,,2022-09-28,Chili's,14.0,30.82,133.0,2024-08-03,Billetera,True,Activo,
1014,María,López,19.0,X,78749994,maría.lópez@gmail.com,990832084,Huaraz,,2021-02-16,,3.0,47.63,117.0,2024-09-08,Billetera,False,Inactivo,
1015,Carlos,López,18.0,F,82707208,carlos.lópez@yahoo.com,975406221,,Peru,2023-02-16,Starbucks,1.0,40.78,12.0,2023-01-23,Tarjeta,False,Pendiente,
1016,Andrea,Castillo,44.0,F,56178606,andrea.castillo@hotmail.com,945552568,Moquegua,Peru,2021-08-19,KFC,5.0,26.07,181.0,2023-01-13,Tarjeta,False,Pendiente,Pendiente validación
1017,Paola,Torres,83.0,,58588598,paola.torres@yahoo.com,934735435,Puerto Maldonado,Perú,2024-07-03,KFC,7.0,41.78,121.0,2025-08-16,Billetera,False,Pendiente,Cliente VIP
1018,Paola,López,39.0,F,13779761,paola.lópez@gmail.com,951302419,Cusco,Perú,2021-08-05,Chili's,3.0,66.65,110.0,2025-07-29,Billetera,True,Pendiente,
1019,Rosa,Sánchez,84.0,F,94482587,rosa.sánchez@gmail.com,948846314,Cusco,Perú,2021-04-10,KFC,0.0,36.99,137.0,2025-03-28,,,Inactivo,Cliente VIP
1020,Valeria,Pérez,68.0,X,78502609,valeria.pérez@hotmail.com,977088703,Lima,,2023-03-09,KFC,,44.96,100.0,2024-10-07,Efectivo,,,Pendiente validación
1021,Raúl,Torres,20.0,X,34932960,raúl.torres@gmail.com,973688279,Puno,Perú,2021-04-18,Starbucks,10.0,64.53,116.0,2025-08-12,Tarjeta,,Inactivo,
1022,Ana,Ramírez,86.0,X,28596047,ana.ramírez@yahoo.com,941395044,Huaraz,,2024-09-10,KFC,4.0,22.7,45.0,2023-11-14,Billetera,,Inactivo,
1023,Gabriela,Cruz,18.0,M,17515322,gabriela.cruz@gmail.com,997563290,Arequipa,Peru,2022-02-10,KFC,4.0,10.77,8.0,2025-08-30,Billetera,,Activo,
1024,Carlos,Pérez,56.0,,45321028,carlos.pérez@gmail.com,991159060,Tacna,Perú,2021-09-10,Starbucks,18.0,44.78,21.0,2024-09-06,Billetera,,Pendiente,Reclamo abierto
1025,Sofía,Pérez,65.0,F,55460381,sofía.pérez@hotmail.com,932997331,Tumbes,PE,2022-02-04,,2.0,6.18,13.0,2023-02-03,Efectivo,True,Activo,Cliente VIP
1026,Sofía,Vargas,56.0,,45358769,sofía.vargas@yahoo.com,986806275,Huancayo,PE,2022-08-22,Chili's,0.0,32.18,99.0,2023-08-07,Tarjeta,True,Inactivo,
1027,Gabriela,López,31.0,X,53854404,gabriela.lópez@gmail.com,954154711,Arequipa,PE,2024-12-14,Pizza Hut,0.0,0.0,9.0,2023-05-26,Tarjeta,True,Inactivo,
1028,Sofía,López,66.0,M,10012485,sofía.lópez@hotmail.com,997771390,Ayacucho,,2024-04-26,Pizza Hut,7.0,30.17,353.0,2025-09-14,Billetera,,Pendiente,
1029,Carmen,Vargas,39.0,X,33752514,carmen.vargas@gmail.com,977843759,Tacna,Perú,2022-08-17,Chili's,0.0,18.34,100.0,2023-02-15,Efectivo,,Pendiente,
1030,Carmen,Ramírez,80.0,,33755378,carmen.ramírez@yahoo.com,971578136,Chiclayo,,2025-04-26,Starbucks,,60.37,146.0,2023-05-13,Tarjeta,True,Pendiente,Cliente VIP
1031,Pedro,Sánchez,43.0,F,40823618,pedro.sánchez@gmail.com,910837336,Ica,PE,2022-11-23,,7.0,35.11,80.0,2023-08-25,,True,Activo,
1032,Carlos,Flores,121.0,,88841330,carlos.flores@hotmail.com,987027915,Tumbes,PE,2025-03-24,,1.0,16.2,97.0,2024-05-15,,True,Inactivo,
1033,Andrea,Rojas,89.0,,51945533,andrea.rojas@gmail.com,994297634,Huaraz,PE,2022-10-03,Chili's,-3.0,7.18,108.0,2025-09-08,Efectivo,,Activo,
1034,Jorge,Rodríguez,51.0,,34266005,jorge.rodríguez@outlook.com,944402067,Lima,,2023-07-14,Chili's,0.0,27.26,95.0,2024-08-24,Tarjeta,,Activo,
1035,Gabriela,Sánchez,121.0,F,39297967,gabriela.sánchez@outlook.com,924805889,Ayacucho,,2024-12-30,,16.0,52.75,145.0,2023-07-14,Tarjeta,False,Activo,
1036,Carlos,Rojas,39.0,M,67588589,carlos.rojas@hotmail.com,937536354,Puerto Maldonado,Perú,2025-01-09,Chili's,5.0,38.1,40.0,2024-01-25,Tarjeta,,,Pendiente validación
1037,Diego,Flores,69.0,,34431228,diego.flores@gmail.com,949149706,,PE,2021-07-25,Starbucks,5.0,32.52,163.0,2025-06-29,Billetera,False,Pendiente,Reclamo abierto
1038,Carmen,López,26.0,,15215850,carmen.lópez@outlook.com,985320691,Chiclayo,Peru,2025-04-14,Chili's,6.0,29.94,119.0,2023-09-19,Efectivo,False,Pendiente,
1039,Raúl,Castillo,44.0,,66756404,raúl.castillo@outlook.com,924644467,Ayacucho,,2021-03-16,Starbucks,11.0,9.82,39.0,2025-04-09,Efectivo,True,Inactivo,Cliente VIP
1040,Andrea,Martínez,76.0,,47180951,andrea.martínez@gmail.com,912305040,Huaraz,,2023-12-22,,16.0,5.71,187.0,2024-11-22,Efectivo,True,,
1041,Ana,Sánchez,72.0,X,48808415,ana.sánchez@outlook.com,984847140,Juliaca,,2021-01-17,KFC,8.0,37.72,44.0,2024-05-17,Billetera,False,Activo,
1042,Valeria,Rodríguez,43.0,,12693485,valeria.rodríguez@outlook.com,949300297,Chiclayo,Peru,2024-02-29,Pizza Hut,6.0,51.01,46.0,2024-12-19,Efectivo,True,Activo,Reclamo abierto
1043,Miguel,Díaz,83.0,,75271063,,995776215,Lima,Perú,2022-05-03,Pizza Hut,3.0,22.47,47.0,2024-01-01,,,Inactivo,
1044,Carmen,Díaz,30.0,,68946444,carmen.díaz@yahoo.com,967524439,Puno,Peru,2021-03-18,,1.0,43.22,35.0,2025-07-09,Efectivo,,Inactivo,
1045,Andrea,Díaz,73.0,X,66152220,andrea.díaz@yahoo.com,945333908,Tarapoto,,2021-08-22,Starbucks,2.0,39.08,149.0,2025-05-25,Tarjeta,,,
1046,Raúl,Ramírez,23.0,F,52766043,raúl.ramírez@yahoo.com,965594046,Ayacucho,PE,2021-06-28,KFC,7.0,22.26,85.0,2024-01-07,Billetera,True,Pendiente,
1047,Jorge,Fernández,24.0,M,30009817,jorge.fernández@hotmail.com,968949698,Tacna,Perú,2022-06-08,,6.0,45.53,28.0,2023-11-06,Efectivo,,Activo,Cliente VIP
1048,Carmen,Cruz,55.0,M,78076949,carmen.cruz@gmail.com,988496931,Chimbote,Peru,2025-07-30,,6.0,42.75,78.0,2024-09-14,,,Inactivo,Pendiente validación
1049,José,Díaz,0.0,X,71365636,josé.díaz@hotmail.com,967964273,,,2021-07-16,Pizza Hut,7.0,45.93,206.0,2024-11-11,,False,Inactivo,
1050,Lucía,Rodríguez,61.0,M,99153897,lucía.rodríguez@gmail.com,967078204,Arequipa,,2022-03-03,KFC,6.0,39.33,158.0,2024-01-05,Billetera,True,Pendiente,
1051,Gabriela,Díaz,70.0,M,99562873,gabriela.díaz@yahoo.com,979921730,Puno,PE,2024-06-27,KFC,4.0,5.17,102.0,2023-12-04,Efectivo,False,Activo,
1052,José,Martínez,36.0,,58056958,josé.martínez@gmail.com,936412855,Iquitos,Perú,2022-05-05,Starbucks,2.0,54.19,89.0,2023-01-07,,True,Pendiente,Cliente VIP
1053,José,Martínez,41.0,,94210272,josé.martínez@outlook.com,975024114,Cusco,Perú,2021-01-17,,11.0,41.25,85.0,2025-09-19,Billetera,,Activo,Reclamo abierto
1054,Paola,Fernández,39.0,X,77270738,paola.fernández@outlook.com,963767265,Huancayo,,2024-06-11,KFC,6.0,47.56,23.0,2024-04-22,Tarjeta,True,Pendiente,
1055,Luis,Martínez,0.0,M,57250040,luis.martínez@gmail.com,971872123,Arequipa,Peru,2024-05-19,,3.0,44.3,59.0,2024-09-22,Tarjeta,False,Inactivo,Cliente VIP
1056,Jorge,Díaz,63.0,,21323990,jorge.díaz@outlook.com,979721193,Ayacucho,Perú,2025-07-09,Pizza Hut,1.0,16.43,171.0,2023-10-03,,True,Inactivo,
1057,Lucía,Gómez,45.0,F,76437910,lucía.gómez@hotmail.com,976322466,Iquitos,,2025-08-01,Starbucks,4.0,56.04,132.0,2024-09-13,Billetera,False,Pendiente,Reclamo abierto
1058,María,Gómez,27.0,X,52290821,maría.gómez@hotmail.com,910122873,Puerto Maldonado,Perú,2024-04-27,KFC,0.0,50.95,129.0,2023-10-16,Billetera,False,Inactivo,
1059,Andrea,Ramírez,19.0,F,49446492,andrea.ramírez@hotmail.com,934809080,Cajamarca,Peru,2023-04-23,Starbucks,8.0,33.98,90.0,2023-09-26,Billetera,,,
1060,Carmen,Vargas,51.0,F,21088577,carmen.vargas@hotmail.com,980479154,Chimbote,Perú,2024-12-19,KFC,12.0,27.38,84.0,2023-08-12,Billetera,,Pendiente,
1061,Lucía,Sánchez,78.0,F,23079279,lucía.sánchez@outlook.com,914196782,Chiclayo,,2021-08-09,Starbucks,0.0,28.99,87.0,2023-12-05,Tarjeta,True,Pendiente,Cliente VIP
1062,Raúl,Sánchez,85.0,F,63789661,correo_sin_arroba.com,951146066,Huaraz,Perú,2024-09-21,Starbucks,8.0,25.4,23.0,2023-10-25,Billetera,,,Cliente VIP
1063,Juan,Díaz,27.0,,48316077,juan.díaz@outlook.com,950307189,Chimbote,Perú,2024-10-23,,15.0,44.63,179.0,2025-04-02,,True,Pendiente,
1064,Ana,Torres,60.0,X,82162537,ana.torres@hotmail.com,939662338,Huancayo,Peru,2023-10-03,Starbucks,4.0,35.47,87.0,2025-08-17,Efectivo,False,Activo,Pendiente validación
1065,Diego,Cruz,65.0,F,86827532,diego.cruz@yahoo.com,992168748,,Peru,2023-05-19,,0.0,25.16,85.0,2023-12-25,Billetera,,,
1066,Ana,Ramírez,77.0,F,72023666,ana.ramírez@yahoo.com,937588775,Tacna,,2025-03-17,,7.0,25.98,99.0,2023-12-15,Tarjeta,False,,Pendiente validación
1067,Ana,Torres,85.0,X,34298902,ana.torres@hotmail.com,948754692,Iquitos,Peru,2021-02-17,Pizza Hut,7.0,15.56,63.0,2024-07-12,Tarjeta,False,Pendiente,
1068,Raúl,Díaz,67.0,F,57893772,raúl.díaz@outlook.com,980371761,Tumbes,,2023-07-02,Chili's,16.0,35.54,,2023-10-01,,,Pendiente,
1069,Rosa,López,49.0,X,47517388,rosa.lópez@outlook.com,956699497,Puno,PE,2023-07-15,,1.0,26.24,13.0,2025-07-27,Billetera,,Inactivo,
1070,Pedro,Martínez,26.0,X,43871023,pedro.martínez@yahoo.com,985168566,Ayacucho,Peru,2025-04-04,Pizza Hut,7.0,8.97,4.0,2024-11-23,Tarjeta,,Pendiente,Cliente VIP
1071,Carmen,Sánchez,78.0,M,87688517,carmen.sánchez@gmail.com,940835020,Tacna,,2024-10-06,Starbucks,5.0,26.18,57.0,2025-02-03,Efectivo,False,Pendiente,
1072,Ana,Ramírez,19.0,F,93448500,ana.ramírez@hotmail.com,962833224,Puno,Perú,2021-10-23,Chili's,8.0,31.18,156.0,2023-10-25,,True,Activo,
1073,Pedro,López,69.0,M,68523390,pedro.lópez@hotmail.com,976307704,Juliaca,Perú,2024-10-10,Pizza Hut,8.0,46.48,76.0,2025-03-01,Tarjeta,True,Activo,Pendiente validación
1074,Paola,Díaz,51.0,F,40447827,paola.díaz@yahoo.com,967686386,Piura,,2023-01-12,,0.0,12.71,57.0,2023-01-11,Billetera,,Activo,
1075,Valeria,Flores,71.0,,98919068,valeria.flores@gmail.com,952064343,Moquegua,Peru,2022-08-28,Chili's,12.0,55.63,26.0,2023-09-17,Efectivo,True,Inactivo,Cliente VIP
1076,Jorge,Pérez,24.0,M,73488219,jorge.pérez@gmail.com,970069699,Chiclayo,PE,2022-08-28,Chili's,15.0,24.89,71.0,2023-11-12,Tarjeta,False,Pendiente,
1077,Carmen,Torres,21.0,M,40332389,carmen.torres@yahoo.com,990381749,Cusco,,2024-08-05,KFC,13.0,37.91,125.0,2023-11-01,,,,Cliente VIP
